ID,Name,Brand,Cost Price,Wholesale Price,Selling Price,Quantity
20642,ARRET D’HUILE FOURCHE DK HJ,HJ,1550,1600,2000,6
854,ARRET D’HUILE MANIVELLE 110-2N/3/5 HJ,HJ,525,550,700,4
20417,ARRET D’HUILE MANIVELLE 125 SY,SY,300,350,500,9
874,ARRET D’HUILE PLAQUETTE 110-2N HJ,HJ,500,600,800,9
862,ARRET D’HUILE SOUPAPE 110- SY,SY,200,225,500,68
861,ARRET D’HUILE SOUPAPE 8N/TZ/8EX HJ,HJ,375,450,500,50
868,ARRET D’HUILE VITESSE 110-2N/3/5 HJ,HJ,500,600,700,3
878,ATTACHE BAGAGE PLATE 125 ORG,ORG,200,550,700,7
884,ATTACHE CABLE 125 SY,SY,225,250,500,8
885,ATTACHE CASQUE 8N AM HJ,HJ,200,250,500,5
900,AXE BEQUILLE CENTRALE 110-2N HJ,HJ,1000,1100,1500,4
903,AXE BEQUILLE CENTRALE 125-10 SY,SY,700,850,1000,13
904,AXE BEQUILLE CENTRALE 125-16 SY,SY,700,800,1000,2
905,AXE BEQUILLE CENTRALE 125-8 SY,SY,800,850,1000,2
901,AXE BEQUILLE CENTRALE 8N/TZ/8EX HJ,HJ,1100,1200,2000,8
917,AXE DE VITESSE 115UH HJ,HJ,3500,3600,4000,5
918,AXE DE VITESSE 125 SY,SY,1500,1700,2000,3
916,AXE DE VITESSE 8N/TZ HJ,HJ,2100,2200,2500,7
922,AXE FOURCHE ARRIERE 125-16/ALOBA ORG,ORG,700,800,1000,4
930,AXE FOURCHE ARRIERE 125-8 SY,SY,800,850,1000,3
927,AXE FOURCHE ARRIERE 150-9 HJ,HJ,850,950,1500,3
932,AXE MANIVELLE 110-2N/3/5 HJ,HJ,2100,2200,2500,1
935,AXE MANIVELLE 125 SY,SY,2500,3000,3500,3
933,AXE MANIVELLE 8N/TZ HJ,HJ,3500,4200,4500,3
888,AXE MOYEU ARRIERE (AXE CENTRALE HJ150-9) 125-10 SY,SY,650,700,1000,10
887,AXE MOYEU ARRIERE 110-2N HJ,HJ,750,850,1000,1
890,AXE MOYEU ARRIERE 125-8/16/8N COMPLET SY,SY,1000,1100,1500,4
892,AXE MOYEU AVANT 110-2N HJ,HJ,1200,1300,1500,5
894,AXE MOYEU AVANT 125-10 SY,SY,800,850,1000,1
895,AXE MOYEU AVANT 125-8 SY,SY,800,900,1500,4
20480,AXE MOYEU AVANT 8N HJ,HJ,1200,1300,1500,4
947,BALANCOIRE 150-9 HJ,HJ,13000,14500,15000,1
958,BATTERIE A EAU 110-3/5 HJ,HJ,10600,10600,11500,9
962,BATTERIE A EAU 115UH HJ,HJ,11000,11200,12500,3
20525,BATTERIE A EAU 125-8 SY,SY,11100,11500,12500,1
20304,BATTERIE BLINDEE 110-2N ORG,ORG,4700,4800,6000,7
20418,BATTERIE BLINDEE 110-3 ORG,ORG,4700,5000,5500,8
976,BATTERIE BLINDEE 125-10 SY,SY,9000,9200,10000,2
20347,BATTERIE BLINDEE 125-8 ORG,ORG,5700,6100,7000,26
977,BATTERIE BLINDEE 125-8/16 SY,SY,11000,11200,12500,2
20348,BATTERIE BLINDEE 150-9 ORG,ORG,6500,8000,8000,2
984,BAVETTE 8N HJ,HJ,800,850,1200,38
986,BAVETTE ARRIERE 125-10 SY,SY,1000,1100,1500,26
987,BAVETTE ARRIERE 125-8 SY,SY,1100,1200,1500,8
988,BAVETTE ARRIERE SECONDAIRE 125-10 SY,SY,700,750,1200,3
991,BAVETTE AVANT 125-10 SY,SY,450,1000,1000,13
992,BAVETTE AVANT 125-8/16 SY,SY,1200,1250,1500,8
1002,BEQUILLE CENTRALE 110-2N HJ,HJ,4100,4300,5000,2
1003,BEQUILLE CENTRALE 110-3 HJ,HJ,5100,5200,6000,2
1009,BEQUILLE CENTRALE 125-10 SY,SY,3000,3100,3500,5
1005,BEQUILLE CENTRALE 8N HJ,HJ,6000,6100,6500,9
1007,BEQUILLE CENTRALE TZ HJ,HJ,3600,4100,4500,3
1012,BEQUILLE LATERALE 110-2N HJ,HJ,2550,2600,3500,4
1017,BEQUILLE LATERALE 125-8 SY,SY,1100,1200,1500,10
1013,BEQUILLE LATERALE 8N HJ,HJ,2100,2200,2500,9
15080,BILLE DE DIRECTION 110-2N/3/5 HJ,HJ,2100,2200,2500,8
1041,BILLE DE DIRECTION 125-10 ORG,ORG,550,600,1000,38
1037,BILLE DE DIRECTION 125-10 SY,SY,1050,1200,1500,1
1038,BILLE DE DIRECTION 125-8/16 SY,SY,1200,1300,1700,1
1034,BILLE DE DIRECTION 150-9 HJ,HJ,4500,4600,5000,2
1035,BILLE DE DIRECTION 8N/TZ/8EX HJ,HJ,2100,2100,3000,3
1036,BILLE DE DIRECTION DK/KA HJ,HJ,7100,7200,7500,1
15088,BILLE VOLANT 110-2N ORG,HJ,200,300,500,18
15089,BILLE VOLANT 125 ORG,ORG,200,300,1000,19
1056,BINDICE 110-2N SIMPLE HJ,HJ,3000,3100,3500,4
1058,BINDICE 8N SIMPLE HJ,HJ,2500,2600,3000,2
1064,BOBINE HAUTE TENSION 110-2N/3/5 HJ,HJ,1800,3100,3500,8
1065,BOBINE HAUTE TENSION 115UH/8N/TZ HJ,HJ,2500,2600,3000,12
1068,BOBINE HAUTE TENSION 125 SY,SY,2100,2550,2700,10
1079,BOBINE VOLANT 110-2N HJ,HJ,5500,5700,7000,6
1080,BOBINE VOLANT 110-3/5 HJ,HJ,7600,7600,8500,7
1082,BOBINE VOLANT 115UH HJ,HJ,8000,8200,10000,2
1084,BOBINE VOLANT 8N (4 FILS) HJ,HJ,5550,6700,7000,4
1081,BOBINE VOLANT KA HJ,HJ,11000,11200,12000,4
1107,BOUGIE 110-2N/3/5 HJ,HJ,550,700,1000,35
1109,BOUGIE 115UH HJ,HJ,2000,2100,2500,1
20231,BOUGIE 125 SY,SY,725,800,1000,1
1112,BOUGIE TORCHE 8N HJ,HJ,550,700,1000,41
1122,BOULON DENT 110-2N ORG,ORG,250,300,500,7
1119,BOULON DENT 125-8 ORG,ORG,200,250,500,37
1125,BOUTON CHANGEMENT PHARE 110-2N/3/5 HJ,HJ,1000,1050,1200,4
1126,BOUTON CHANGEMENT PHARE 115UH HJ,HJ,1200,1250,1500,3
1131,BOUTON CLIGNOTANT 110-2N HJ,HJ,1000,1100,1200,20
1132,BOUTON CLIGNOTANT 110-3/5 HJ,HJ,1000,1100,1200,11
1135,BOUTON DEMARREUR 110-2N/3/5 HJ,HJ,800,850,1000,16
1138,BOUTON KLAXON 110-2N/3/5 HJ,HJ,850,900,1100,39
1143,BOUTON PHARE 110-2N/3/5 HJ,HJ,800,850,1000,1
1154,BUTET D’EMBRAYAGE 125 AM SY,SY,1300,1400,1500,5
20207,BUTET D’EMBRAYAGE 125 NM SY,SY,1300,1500,1800,3
1152,BUTET D’EMBRAYAGE 8N HJ,HJ,1000,1100,2000,5
1165,CABLE COMPTEUR 110-2N HJ,HJ,1525,1600,1800,23
1166,CABLE COMPTEUR 110-3 HJ,HJ,1500,1600,2000,2
1169,CABLE COMPTEUR 115UH HJ,HJ,1500,1600,2000,7
1170,CABLE COMPTEUR 125-10 SY,SY,800,850,1000,17
1171,CABLE COMPTEUR 125-8/16 SY,SY,800,850,1000,9
1168,CABLE COMPTEUR 8N/TZ/8EX HJ,HJ,1200,1300,1700,16
19208,CABLE COMPTEUR TF125 HJ,HJ,1500,1700,2000,7
1194,CABLE D‘EMBRAYAGE 150-9 HJ,HJ,2500,2600,3000,5
1203,CABLE D’EMBRAYAGE 125-16 SY,SY,800,850,1000,7
1204,CABLE D’EMBRAYAGE 125-8 SY,SY,700,750,1000,8
1195,CABLE D’EMBRAYAGE 8N HJ,HJ,1500,1600,2000,34
20254,CABLE D’EMBRAYAGE DF HJ,HJ,2550,2600,3000,4
1197,CABLE D’EMBRAYAGE DK HJ,HJ,2000,2600,3000,6
1199,CABLE D’EMBRAYAGE KA HJ,HJ,2000,2200,2500,1
1216,CABLE DE FREIN 110-2N HJ,HJ,1200,1250,1500,8
1217,CABLE DE FREIN 110-5 HJ,HJ,1100,1250,1500,10
1218,CABLE DE FREIN 125-10 SY,SY,700,800,1000,17
1236,CABLE DE GAZ 110-2N HJ,HJ,1200,1300,1500,10
1237,CABLE DE GAZ 110-3/5 HJ,HJ,1500,1600,2000,13
1242,CABLE DE GAZ 115UH HJ,HJ,1500,1600,2000,3
1243,CABLE DE GAZ 125-10 SY,SY,600,700,1000,17
1244,CABLE DE GAZ 125-16 SY,SY,800,850,1000,5
1245,CABLE DE GAZ 125-8 SY,SY,700,750,1000,4
1238,CABLE DE GAZ 150-9 HJ,HJ,1600,1700,2000,4
1239,CABLE DE GAZ 8N HJ,HJ,1700,1800,2000,8
20660,CABLE DE GAZ KA EVAME,EV,1200,1300,1500,4
1240,CABLE DE GAZ KA HJ,HJ,2000,2100,2500,1
1241,CABLE DE GAZ TZ HJ,HJ,2200,2300,2500,7
1257,CABLE MOTEUR 8N/TZ/8EX HJ,HJ,1500,1600,2000,12
1260,CABLE SELLE 110-2N HJ,HJ,1000,1100,1500,6
1261,CABLE SELLE 110-3/5 HJ,HJ,850,900,1500,2
1264,CABLE STARTEUR 110-2N HJ,HJ,1000,1100,1500,9
1265,CABLE STARTEUR 110-3/5 HJ,HJ,1100,1200,1500,10
1266,CABLE STARTEUR 150-9 HJ,HJ,1200,1300,1500,3
1268,CABLE STARTEUR KA HJ,HJ,1500,1600,2000,5
1281,CAGE D‘EMBRAYAGE 110-2N/3/5 HJ,HJ,7100,7300,8000,11
20202,CAGE D‘EMBRAYAGE 115UH HJ,HJ,9100,9300,10000,2
15149,CAGE D’EMBRAYAGE 125 SY,SY,3600,3800,4500,20
20633,CAGE D’EMBRAYAGE 8N EV,EV,3100,3300,4000,12
1283,CAGE D’EMBRAYAGE KA HJ,HJ,12500,12700,14000,3
1291,CALLE CLE CONTACT 110-2N HJ,HJ,500,600,1000,12
1299,CALLE DENT AVANT 125 ORG,ORG,100,125,200,22
1301,CALLE PATIN AVANT 125-8 ORG,ORG,300,350,500,9
1302,CALLE SELLE 110-2N HJ,HJ,600,1200,1500,9
1317,CAPPA 110-2N HJ,HJ,3500,3700,4500,6
1319,CAPPA 150-9 HJ,HJ,8500,9000,9500,5
1330,CAPPA 8N HJ,HJ,3500,3700,4500,12
1327,CAPPA CDI 125 SY,SY,1500,1600,2000,3
1321,CAPPA KA HJ,HJ,10000,10200,11500,4
1322,CAPPA TZ HJ,HJ,3600,3800,5000,4
1341,CARBURATEUR 110-2N HJ,HJ,9000,9200,10000,5
1342,CARBURATEUR 110-3/5 HJ,HJ,11000,11300,12500,1
1348,CARBURATEUR 125-10 SY,SY,5600,5700,6500,19
1349,CARBURATEUR 125-8 SY,SY,5600,5700,6500,10
1343,CARBURATEUR 150-9 HJ,HJ,14500,14700,15500,1
1346,CARBURATEUR TZ HJ,HJ,9000,9200,10500,2
20527,CARTERE CENTRAL 115UH HJ,HJ,25000,26000,28000,2
1360,CARTERE CENTRAL 125 GM SY,SY,12100,12500,13500,4
1362,CARTERE CENTRAL 125 PM SY,SY,10000,11000,12000,2
1358,CARTERE CENTRAL 8EX/8N HJ,HJ,36100,36500,38000,4
1364,CASQUE GM HJ,HJ,15100,15500,16000,7
1369,CASQUE GM NM EV,EV,23000,23500,25000,6
1373,CASQUE PM HJ,HJ,7600,7700,9000,40
1375,CASQUE PM OKE,OKE,7100,7300,8000,7
1401,CHAINE MOTRICE 110-2N ORG,ORG,700,750,1000,1
1394,CHAINE MOTRICE 110-2N/3/5 HJ,HJ,1500,1600,2000,26
1396,CHAINE MOTRICE 115UH HJ,HJ,2000,2200,3000,11
1395,CHAINE MOTRICE 150-9 HJ,HJ,5600,5700,6500,5
1404,CHAMBRE A AIR 110-90-16 RIDESTONE 125 HJ,HJ,1500,1600,2000,16
1408,CHAMBRE A AIR 250-17 KENDA 110-2N HJ,HJ,2500,2700,3500,2
1413,CHAMBRE A AIR 275-17 RIDESTONE 110-2N HJ,HJ,1100,1200,1500,9
1418,CHAMBRE A AIR 275-18 RIDESTONE 125 HJ,HJ,1100,1200,1500,12
20363,CHAMBRE A AIR 300-17 RIDESTONE 125 HJ,HJ,550,800,800,1
1424,CHAMBRE A AIR 300-18 RIDESTONE 125 HJ,HJ,1100,1100,1500,9
1429,CHAMBRE A AIR 350-16 RIDESTONE 8N HJ,HJ,1250,1300,1800,2
1431,CHAMBRE A AIR 500-12 RIDESTONE 200ZH HJ,HJ,1800,1950,2500,9
1434,CHAMBRE A AIR 80-90-16 RIDESTONE 110-3 HJ,HJ,2500,3000,3500,8
1443,CHATEAU 125 SY,SY,2500,2600,3000,3
1464,CLE CONTACT 110-2N HJ,HJ,3100,3200,3500,3
1487,CLE CONTACT 110-2N ORG,ORG,2500,2600,3500,20
1489,CLE CONTACT 110-3/5 ORG,ORG,3600,3800,6000,1
1466,CLE CONTACT 110-6 HJ,HJ,4000,4100,4500,4
1476,CLE CONTACT 115UH HJ,HJ,8000,8600,10000,11
1477,CLE CONTACT 125-10 SY,SY,2200,2300,3000,1
1481,CLE CONTACT 125-16 AM SY,SY,6000,6200,7000,7
1478,CLE CONTACT 125-8 SY,SY,3050,3100,3500,6
1469,CLE CONTACT 8N HJ,HJ,6000,6200,7000,2
1470,CLE CONTACT DK HJ,HJ,8000,9000,12000,3
19169,CLE CONTACT DR HJ,HJ,17000,17500,18500,2
1472,CLE CONTACT KA HJ,HJ,11600,11700,13000,6
20617,CLE CONTACT NK150 HJ,HJ,9600,9700,10500,2
1473,CLE CONTACT TF125/150 HJ,HJ,12600,12800,15000,4
1474,CLE CONTACT TZ HJ,HJ,8600,8800,9500,9
1475,CLE CONTACT UD-S HJ,HJ,6000,6200,7500,2
1522,CLIGNOTANT 125-8 SY,SY,1225,1250,1500,11
1516,CLIGNOTANT 150-9 HJ,HJ,2500,2600,3000,5
1517,CLIGNOTANT 8EX/8N HJ,HJ,2500,2600,3000,50
1525,CLIGNOTANT ARRIERE 110-2N HJ,HJ,5100,5200,6500,1
1526,CLIGNOTANT ARRIERE 110-3/5 HJ,HJ,1800,1900,2300,13
1527,CLIGNOTANT ARRIERE 110-6 HJ,HJ,1500,1600,2000,10
1528,CLIGNOTANT ARRIERE 115UH HJ,HJ,2500,2600,3000,15
1531,CLIGNOTANT AVANT 110-2N HJ,HJ,2000,2100,2500,7
1532,CLIGNOTANT AVANT 110-3 HJ,HJ,1800,1900,2500,18
1533,CLIGNOTANT AVANT 110-5 HJ,HJ,3500,3600,4000,17
1534,CLIGNOTANT AVANT 110-6 HJ,HJ,1500,1600,2000,4
1535,CLIGNOTANT AVANT 115UH HJ,HJ,3025,3200,3500,4
1518,CLIGNOTANT KA HJ,HJ,3000,3100,3500,28
1520,CLIGNOTANT TF125/150/TZ PRO HJ,HJ,3500,3600,4000,10
1519,CLIGNOTANT TZ HJ,HJ,2500,2600,3000,17
20225,COLLE TUBELESS HJ,HJ,600,1200,1500,1
1552,CONE MOYEU 110-2N/3/5 HJ,HJ,900,1000,1500,7
16375,COUVRE BATTERIE 125-10 BLEU SY,SY,4600,4600,5000,5
16377,COUVRE BATTERIE 125-10 BORDEAU SY,SY,4100,4300,5000,1
16380,COUVRE BATTERIE 125-10 NOIR SY,SY,4500,4700,5000,3
19528,COUVRE BATTERIE 125-8 BLEU SY,SY,4000,4200,4500,2
19145,COUVRE BATTERIE 125-8 BORDEAU SY,SY,4000,4200,4500,3
1561,COUVRE BATTERIE 150-9 HJ,HJ,8000,8100,8500,1
18400,COUVRE BATTERIE 8N BORDEAU HJ,HJ,7100,7200,8000,4
18406,COUVRE BATTERIE 8N GRIS HJ,HJ,7100,7200,8000,2
16383,COUVRE BATTERIE 8N NOIR HJ,HJ,7100,7200,8000,5
1581,COUVRE BATTERIE KA DROIT HJ,HJ,4500,4600,5000,3
1582,COUVRE BATTERIE KA GAUCHE HJ,HJ,4500,4600,5000,4
16378,COUVRE BATTERIE TZ BORDEAU HJ,HJ,5100,5300,6500,3
16384,COUVRE BATTERIE TZ NOIR HJ,HJ,5100,5300,6500,2
1610,COUVRE CHAINE 110-3 ORG,ORG,1300,1200,2500,3
1601,COUVRE CHAINE 110-5 HJ,HJ,5600,5800,7000,6
1611,COUVRE CHAINE 115UH PM HJ,HJ,3000,3100,3500,8
1606,COUVRE CHAINE 125-10 SY,SY,3000,3100,3500,4
1607,COUVRE CHAINE 125-8/16 SY,SY,3000,3100,3500,2
1604,COUVRE CHAINE 8N/TZ HJ,HJ,7100,7700,8000,6
1603,COUVRE CHAINE KA HJ,HJ,3000,3100,3500,2
1615,COUVRE CLE CONTACT 8N HJ,HJ,750,800,1500,3
19210,COUVRE CLE CONTACT KA HJ,HJ,1000,1100,1500,3
1616,COUVRE CLE CONTACT TF125/TZ HJ,HJ,1050,1100,1500,12
1619,COUVRE ECHAPPEMENT 110-2N HJ,HJ,3100,3300,3800,3
19146,COUVRE ECHAPPEMENT KA HJ,HJ,5600,5700,6500,6
1621,COUVRE EMBRAYAGE 110-2N HJ,HJ,11600,12600,13000,2
1622,COUVRE EMBRAYAGE 110-3/5 HJ,HJ,12500,12600,13500,4
1627,COUVRE EMBRAYAGE 115UH HJ,HJ,13500,14000,15000,2
1629,COUVRE EMBRAYAGE 125-10 SY,SY,8500,8700,9000,3
1631,COUVRE EMBRAYAGE 125-8 SY,SY,7500,7200,8500,2
18430,COUVRE EMBRAYAGE 8EX HJ,HJ,11500,11700,13000,2
1624,COUVRE EMBRAYAGE 8N HJ,HJ,13000,13700,14500,4
1625,COUVRE EMBRAYAGE KA HJ,HJ,15100,17100,18000,1
1626,COUVRE EMBRAYAGE TZ HJ,HJ,10600,11000,13500,1
18438,COUVRE KLAXON 110-2N BLEU HJ,HJ,5600,5700,7000,8
16406,COUVRE KLAXON 110-2N BORDEAU HJ,HJ,6000,6200,7000,4
16407,COUVRE KLAXON 110-2N GRIS HJ,HJ,5600,5700,7000,2
16411,COUVRE KLAXON 110-2N NOIR HJ,HJ,5600,5700,7000,5
20486,COUVRE KLAXON 110-5 BLANC HJ,HJ,10500,10700,12000,2
18442,COUVRE KLAXON 110-6 BORDEAU HJ,HJ,3000,3200,4000,1
18446,COUVRE KLAXON 115UH GRIS HJ,HJ,11000,11200,12000,2
16413,COUVRE KLAXON 115UH NOIR HJ,HJ,10500,10700,12000,3
19167,COUVRE MOTEUR 150-9 NOIR HJ,HJ,5500,5600,6500,1
16418,COUVRE MOTEUR DK/KA BLANC HJ,HJ,9100,9200,10500,1
1648,COUVRE PHARE SUPERIEUR KA HJ,HJ,3100,3200,3500,3
1652,COUVRE PIGNON AVANT 110-2N HJ,HJ,4000,4100,4500,2
1654,COUVRE PIGNON AVANT 110-6 HJ,HJ,2500,2600,3500,3
1661,COUVRE PIGNON AVANT 115UH HJ,HJ,4100,4600,5000,3
1649,COUVRE PIGNON AVANT 125-10 SY,SY,2500,2600,3000,3
1663,COUVRE PIGNON AVANT 125-8 SY,SY,2500,2600,3000,4
1656,COUVRE PIGNON AVANT 150-9 HJ,HJ,5500,5600,6000,1
1657,COUVRE PIGNON AVANT 8EX HJ,HJ,5000,5200,5500,2
1658,COUVRE PIGNON AVANT 8N HJ,HJ,4100,4600,5000,2
1660,COUVRE PIGNON AVANT TZ HJ,HJ,3600,3800,4500,1
1675,COUVRE VOLANT 110-2N HJ,HJ,8600,8700,10000,2
1676,COUVRE VOLANT 110-3/5 HJ,HJ,6000,6200,7000,3
1682,COUVRE VOLANT 115UH HJ,HJ,10000,10600,12000,1
1684,COUVRE VOLANT 125-10 SY,SY,5000,5500,6000,1
1686,COUVRE VOLANT 125-8 SY,SY,6000,6100,7500,1
1678,COUVRE VOLANT 8EX HJ,HJ,10500,10600,11500,2
1679,COUVRE VOLANT 8N HJ,HJ,11000,11500,13000,3
